delivery_id,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delivery_rating,delivery_cost,delivery_partner_blue dart,delivery_partner_delhivery,delivery_partner_dhl,delivery_partner_ecom express,delivery_partner_ekart,delivery_partner_fedex,delivery_partner_shadowfax,delivery_partner_xpressbees,package_type_clothing,package_type_cosmetics,package_type_documents,package_type_electronics,package_type_fragile items,package_type_furniture,package_type_groceries,package_type_pharmacy,vehicle_type_ev bike,vehicle_type_ev van,vehicle_type_scooter,vehicle_type_truck,vehicle_type_van,delivery_mode_same day,delivery_mode_standard,delivery_mode_two day,region_east,region_north,region_south,region_west,weather_condition_cold,weather_condition_foggy,weather_condition_hot,weather_condition_rainy,weather_condition_stormy,delayed_yes,delivery_status_delivered,delivery_status_failed
250.99,0.2616695059625213,0.9377686796315249,0.15789473684210525,0.6363636363636364,1.0,0.290017677982779,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
250.99,0.8657580919931857,0.407164790174002,0.42105263157894735,0.6363636363636364,0.75,0.8161803378048332,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
250.99,0.0524701873935264,0.055066530194472864,0.3157894736842105,0.0,0.0,0.03865357425494446,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True
250.99,0.7982964224872232,0.48966223132036846,0.631578947368421,0.6363636363636364,0.5,0.7596370769730025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False
250.99,0.8030664395229984,0.22517911975435004,0.42105263157894735,0.1818181818181818,0.5,0.77150394013688,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
250.99,0.25689948892674613,0.0012282497441146352,0.5263157894736842,0.9999999999999999,1.0,0.19616926727064488,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
250.99,0.569335604770017,0.9201637666325485,0.5789473684210527,0.9999999999999999,1.0,0.582083040456895,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
250.99,0.29437819420783645,0.6761514841351075,0.21052631578947367,0.2727272727272727,0.5,0.36136198799104674,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
250.99,0.20579216354344124,0.10972364380757421,0.3684210526315789,0.04545454545454544,0.25,0.19024884760007005,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
250.99,0.6211243611584327,0.3772773797338792,0.3157894736842105,0.6363636363636364,0.75,0.5797669202341206,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
250.99,0.73015332197615,0.27451381780962125,0.47368421052631576,0.6363636363636364,0.75,0.6740642418883093,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
250.99,0.717206132879046,0.822517911975435,0.3157894736842105,0.2727272727272727,1.0,0.7790118129938507,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
250.99,0.8453151618398638,0.7007164790174001,0.42105263157894735,0.9999999999999999,0.75,0.8246510921027326,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
250.99,0.719931856899489,0.10235414534288638,0.3684210526315789,0.9999999999999999,1.0,0.647890782179823,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
250.99,0.3809199318568995,0.0,0.3157894736842105,0.6363636363636364,0.75,0.31418730334122463,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
250.99,0.9887563884156729,0.8262026612077789,0.47368421052631576,0.22727272727272727,0.5,1.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
250.99,0.9649063032367974,0.9416581371545547,0.42105263157894735,0.9999999999999999,0.5,0.9618031438339283,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
250.99,0.45144804088586027,0.9709314227226202,0.15789473684210525,0.09090909090909091,1.0,0.5069002165962765,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
250.99,0.9805792163543441,0.11156601842374617,0.6842105263157894,0.6363636363636364,1.0,0.8976218910314878,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
250.99,0.9928449744463375,0.389150460593654,0.47368421052631576,0.9999999999999999,1.0,0.9357988389731726,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
250.99,0.7485519591141397,0.1150460593654043,0.5263157894736842,0.2727272727272727,0.0,0.7414854606203609,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
250.99,0.81396933560477,0.9428863868986692,0.5263157894736842,0.1818181818181818,0.0,0.8503431110907546,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
250.99,0.10732538330494037,0.4513817809621289,0.42105263157894735,0.6363636363636364,1.0,0.09628332968566083,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
250.99,0.2664395229982964,0.917911975435005,0.2631578947368421,0.04545454545454544,0.25,0.3252083922664485,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
250.99,0.11584327086882454,0.45322415557830087,0.15789473684210525,0.2727272727272727,0.75,0.16965099191101518,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
250.99,0.14718909710391823,0.08290685772773797,0.2631578947368421,0.0,0.25,0.13174078815229037,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
250.99,0.7829642248722317,0.3547594677584442,0.2631578947368421,0.2727272727272727,1.0,0.797195959124902,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
250.99,0.19965928449744466,0.9807574206755372,0.3684210526315789,0.9999999999999999,0.5,0.23491223335665934,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
250.99,0.37614991482112436,0.8839303991811668,0.3157894736842105,0.9999999999999999,0.75,0.3941845344064863,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
250.99,0.43577512776831345,0.5142272262026611,0.3157894736842105,0.2727272727272727,1.0,0.48092193555824875,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
250.99,0.060647359454855186,0.3256908904810644,0.15789473684210525,0.0,0.5,0.07226334130790008,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
250.99,0.8684838160136287,0.157625383828045,0.3684210526315789,0.9999999999999999,1.0,0.7949904401487208,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
250.99,0.8528109028960819,0.13101330603889458,0.47368421052631576,0.6363636363636364,0.5,0.7774894193642743,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
250.99,0.010562180579216356,0.14923234390992834,0.3157894736842105,0.2727272727272727,0.75,0.04014994406179304,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
250.99,0.5945485519591142,0.5328556806550665,0.2631578947368421,0.9999999999999999,0.75,0.5692272720293611,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
250.99,0.6010221465076662,0.7035823950870009,0.21052631578947367,0.9999999999999999,0.5,0.5916858310434537,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
250.99,0.6279386712095401,0.2925281473899693,0.5789473684210527,0.6363636363636364,0.75,0.5781924789590887,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
250.99,0.2545144804088586,0.9938587512794267,0.21052631578947367,0.04545454545454544,0.0,0.32106409849704615,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
250.99,0.16354344122657583,0.46632548618219033,0.10526315789473684,0.04545454545454544,0.75,0.1839120467658504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
250.99,0.07938671209540032,0.5975435005117706,0.2631578947368421,0.2727272727272727,1.0,0.14860422527990572,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
250.99,0.7260647359454855,0.5367451381780962,0.3684210526315789,0.1818181818181818,0.25,0.7276928345746262,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
250.99,0.4926746166950596,0.7764585465711361,0.2631578947368421,0.9999999999999999,0.75,0.4951894963687658,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
250.99,0.6153321976149915,0.9441146366427839,0.2631578947368421,0.2727272727272727,0.75,0.6933413885739281,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
250.99,0.5591141396933561,0.8542476970317296,0.3684210526315789,0.2727272727272727,1.0,0.631098910564709,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
250.99,0.661328790459966,0.51525076765609,0.47368421052631576,0.9999999999999999,1.0,0.6313071011465314,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
250.99,0.709710391822828,0.9471852610030704,0.3684210526315789,0.9999999999999999,1.0,0.7186820859551248,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
250.99,0.20681431005110731,0.4171954964176049,0.3157894736842105,0.2727272727272727,1.0,0.2530703556649828,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
250.99,0.6919931856899489,0.06550665301944729,0.15789473684210525,0.6363636363636364,0.75,0.6177031478155731,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
250.99,0.2722316865417376,0.12569089048106447,0.15789473684210525,0.6363636363636364,1.0,0.2226745307189107,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
250.99,0.01942078364565588,0.9611054247697031,0.15789473684210525,0.2727272727272727,1.0,0.12601554715217406,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
250.99,0.8255536626916525,0.9486182190378709,0.631578947368421,0.9999999999999999,0.5,0.8294199576176021,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
250.99,0.7567291311754685,0.9218014329580347,0.42105263157894735,0.1818181818181818,0.25,0.7936827430566488,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
250.99,0.7577512776831347,0.7563971340839303,0.3684210526315789,0.1818181818181818,0.25,0.7788881998358936,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
250.99,0.3737649063032368,0.682906857727738,0.21052631578947367,0.6363636363636364,1.0,0.37274090447877795,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
250.99,0.7792163543441227,0.8442169907881267,0.631578947368421,0.9999999999999999,0.75,0.7752253467869556,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
250.99,0.28654173764906304,0.4444216990788126,0.21052631578947367,0.04545454545454544,0.25,0.2992561350511485,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
250.99,0.2947189097103918,0.5484135107471853,0.3157894736842105,0.2727272727272727,0.75,0.34950813673853315,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
250.99,0.36388415672913116,0.906243602865916,0.3157894736842105,0.09090909090909091,0.25,0.41713104009672536,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
250.99,0.7281090289608178,0.04831115660184236,0.3157894736842105,0.2727272727272727,1.0,0.7156047689175623,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
250.99,0.24395229982964226,0.5645854657113613,0.3157894736842105,0.9999999999999999,0.5,0.23752112158512145,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
250.99,0.0667802385008518,0.3789150460593654,0.10526315789473684,0.6363636363636364,1.0,0.05066356844382484,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
250.99,0.2551959114139693,0.5568065506653019,0.42105263157894735,0.04545454545454544,0.5,0.28004404792234905,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
250.99,0.4589437819420784,0.9662231320368473,0.42105263157894735,0.09090909090909091,0.5,0.5136078569043673,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
250.99,0.3161839863713799,0.7914022517911974,0.15789473684210525,0.6363636363636364,0.75,0.3281100485005984,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
250.99,0.7243611584327087,0.47615148413510744,0.5789473684210527,0.9999999999999999,0.75,0.6877592785988148,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
250.99,0.06984667802385008,0.6843398157625383,0.3684210526315789,0.0,0.5,0.11524168454286424,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
250.99,0.6592844974446338,0.5641760491299898,0.6842105263157894,0.9999999999999999,0.75,0.6340200846659048,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
250.99,0.310732538330494,0.19140225179119752,0.10526315789473684,0.2727272727272727,0.75,0.33075797246315214,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
250.99,0.17853492333901194,0.4552712384851586,0.15789473684210525,0.04545454545454544,0.25,0.19717118444566523,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
250.99,0.2286201022146508,0.10337768679631525,0.42105263157894735,0.2727272727272727,0.5,0.24396852366593424,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
250.99,0.19352640545144806,0.45568065506653016,0.3157894736842105,0.2727272727272727,1.0,0.2440531010897996,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
250.99,0.8681431005110732,0.4382804503582394,0.47368421052631576,0.2727272727272727,0.25,0.8864836949039889,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True
250.99,0.29199318568994886,0.7023541453428862,0.21052631578947367,0.6363636363636364,0.75,0.2965236336647294,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
250.99,0.8190800681431005,0.2650972364380757,0.3684210526315789,0.6363636363636364,0.75,0.7580691416536524,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
250.99,0.28688245315161837,0.390992835209826,0.42105263157894735,0.9999999999999999,0.75,0.26195749112652705,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
250.99,0.0,0.4100307062436028,0.15789473684210525,0.2727272727272727,0.75,0.0500520086097215,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
250.99,0.0,0.16540429887410438,0.0,0.6363636363636364,0.5,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
250.99,0.36592844974446337,0.7371545547594677,0.47368421052631576,0.9999999999999999,0.75,0.3704312902116855,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
250.99,0.8613287904599659,0.6726714431934493,0.5789473684210527,0.22727272727272727,0.5,0.8697959185797861,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
250.99,0.5938671209540035,0.3989764585465711,0.3684210526315789,0.2727272727272727,1.0,0.6208715482326831,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
250.99,0.6834752981260648,0.1518935516888434,0.47368421052631576,0.6363636363636364,0.75,0.6178072431064844,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False
250.99,0.41362862010221463,0.7930399181166836,0.21052631578947367,0.9999999999999999,1.0,0.4213013576888555,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
250.99,0.27155025553662687,0.6968270214943705,0.21052631578947367,0.6363636363636364,0.75,0.27647878420864025,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
250.99,0.6459965928449745,0.667553735926305,0.3684210526315789,0.9999999999999999,0.75,0.6311899939442563,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
250.99,0.5816013628620103,0.9543500511770726,0.5263157894736842,0.6363636363636364,1.0,0.5970532444810628,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
250.99,0.026575809199318567,0.8096212896622312,0.05263157894736842,0.2727272727272727,1.0,0.11840357900429213,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
250.99,0.5546848381601364,0.9066530194472875,0.3157894736842105,0.13636363636363638,0.25,0.5993368349254273,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
250.99,0.6337308347529813,0.7656090071647901,0.5789473684210527,0.9999999999999999,1.0,0.6288283320317084,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
250.99,0.3666098807495741,0.7504605936540428,0.3157894736842105,0.09090909090909091,0.25,0.4048803255476128,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
250.99,0.3393526405451448,0.7635619242579323,0.21052631578947367,0.2727272727272727,1.0,0.4126354247204976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
250.99,0.7931856899488927,0.9541453428863869,0.47368421052631576,0.9999999999999999,0.75,0.7990436505385758,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
250.99,0.36899488926746166,0.5254861821903787,0.2631578947368421,0.2727272727272727,1.0,0.41823705256265686,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
250.99,0.28279386712095395,0.4088024564994882,0.42105263157894735,0.9999999999999999,1.0,0.25975197215034584,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
250.99,0.7904599659284498,0.9703172978505629,0.2631578947368421,0.9999999999999999,1.0,0.7979831797624181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
250.99,0.9945485519591142,0.9780962128966223,0.3157894736842105,0.2727272727272727,0.75,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
